,portfolio_gross_ret,portfolio_turnover,portfolio_net_ret,capital_clp,benchmark_ret,benchmark_capital_clp
2023-02-14,0.003926132167302658,0.0,0.003926132167302658,15372986.99239574,0.00473112506145008,19621894.624741368
2023-02-15,-0.006378954547713105,0.0,-0.006378954547713105,15274923.407108665,-0.00931057737861526,19439203.456522677
2023-02-16,0.004427808223343029,0.0,0.004427808223343029,15342557.838581596,0.011930066013059338,19671114.437000282
2023-02-17,-0.0016619510966798833,0.0,-0.0016619510966798833,15317059.257755892,-0.008508820047001186,19503736.46413188
2023-02-21,0.003971303601130413,0.0,0.003971303601130413,15377887.950344946,-0.0048064445266072665,19409992.836755466
2023-02-22,0.0010157232235428171,0.0,0.0010157232235428171,15393507.62826515,0.005980819776912626,19526080.505783264
2023-02-23,-0.006819555256853655,0.0,-0.006819555256853655,15288530.752397398,-0.006219980028150206,19404628.67500924
2023-02-24,-0.009411837678613439,0.3,-0.00986183767861344,15137757.743772764,-0.014482466754608214,19123601.785337903
2023-02-27,5.780309322018161e-05,0.0,5.780309322018161e-05,15138632.752994772,-0.0007482493402083514,19109292.562919617
2023-02-28,0.011381015431992532,0.0,0.011381015431992532,15310925.765975872,0.04606734825032908,19989606.99823306
2023-03-01,-0.0041377197813583745,0.0,-0.0041377197813583745,15247573.445563084,0.0053624247869889065,20096799.762282554
2023-03-02,-0.003146254786979212,0.0,-0.003146254786979212,15199600.694620164,-0.03832738871929814,19326541.905779652
2023-03-03,0.006168214003070682,0.0,0.006168214003070682,15293355.084465804,0.03132127704954939,19931873.879220307
2023-03-06,-0.00291418960907827,0.0,-0.00291418960907827,15248787.347990708,-0.009991368891795015,19732727.17458828
2023-03-07,-0.004493411559203785,0.0,-0.004493411559203785,15180268.270657407,-0.021313213080218704,19312159.355662458
2023-03-08,0.002755039571896056,0.0,0.002755039571896056,15222090.510455066,0.0131145422761493,19565429.48597603
2023-03-09,-0.004886194203401846,0.0,-0.004886194203401846,15147712.420039224,-0.0076393074720846775,19415963.15430927
